"_id","_ignored","_index","_score",file,"file.keyword","kubernetes.container_id","kubernetes.container_id.keyword","kubernetes.container_image","kubernetes.container_image.keyword","kubernetes.container_image_id","kubernetes.container_image_id.keyword","kubernetes.container_name","kubernetes.container_name.keyword","kubernetes.node_labels.beta.kubernetes.io/arch","kubernetes.node_labels.beta.kubernetes.io/arch.keyword","kubernetes.node_labels.beta.kubernetes.io/instance-type","kubernetes.node_labels.beta.kubernetes.io/instance-type.keyword","kubernetes.node_labels.beta.kubernetes.io/os","kubernetes.node_labels.beta.kubernetes.io/os.keyword","kubernetes.node_labels.eks.amazonaws.com/capacityType","kubernetes.node_labels.eks.amazonaws.com/capacityType.keyword","kubernetes.node_labels.eks.amazonaws.com/nodegroup","kubernetes.node_labels.eks.amazonaws.com/nodegroup-image","kubernetes.node_labels.eks.amazonaws.com/nodegroup-image.keyword","kubernetes.node_labels.eks.amazonaws.com/nodegroup.keyword","kubernetes.node_labels.failure-domain.beta.kubernetes.io/region","kubernetes.node_labels.failure-domain.beta.kubernetes.io/region.keyword","kubernetes.node_labels.failure-domain.beta.kubernetes.io/zone","kubernetes.node_labels.failure-domain.beta.kubernetes.io/zone.keyword","kubernetes.node_labels.k8s.io/cloud-provider-aws","kubernetes.node_labels.k8s.io/cloud-provider-aws.keyword","kubernetes.node_labels.kubernetes.io/arch","kubernetes.node_labels.kubernetes.io/arch.keyword","kubernetes.node_labels.kubernetes.io/hostname","kubernetes.node_labels.kubernetes.io/hostname.keyword","kubernetes.node_labels.kubernetes.io/os","kubernetes.node_labels.kubernetes.io/os.keyword","kubernetes.node_labels.node.kubernetes.io/instance-type","kubernetes.node_labels.node.kubernetes.io/instance-type.keyword","kubernetes.node_labels.topology.k8s.aws/zone-id","kubernetes.node_labels.topology.k8s.aws/zone-id.keyword","kubernetes.node_labels.topology.kubernetes.io/region","kubernetes.node_labels.topology.kubernetes.io/region.keyword","kubernetes.node_labels.topology.kubernetes.io/zone","kubernetes.node_labels.topology.kubernetes.io/zone.keyword","kubernetes.pod_annotations.kubectl.kubernetes.io/restartedAt","kubernetes.pod_ip","kubernetes.pod_ip.keyword","kubernetes.pod_ips","kubernetes.pod_ips.keyword","kubernetes.pod_labels.app.kubernetes.io/instance","kubernetes.pod_labels.app.kubernetes.io/instance.keyword","kubernetes.pod_labels.app.kubernetes.io/managed-by","kubernetes.pod_labels.app.kubernetes.io/managed-by.keyword","kubernetes.pod_labels.app.kubernetes.io/name","kubernetes.pod_labels.app.kubernetes.io/name.keyword","kubernetes.pod_labels.app.kubernetes.io/version","kubernetes.pod_labels.app.kubernetes.io/version.keyword","kubernetes.pod_labels.helm.sh/chart","kubernetes.pod_labels.helm.sh/chart.keyword","kubernetes.pod_labels.pod-template-hash","kubernetes.pod_labels.pod-template-hash.keyword","kubernetes.pod_name","kubernetes.pod_name.keyword","kubernetes.pod_namespace","kubernetes.pod_namespace.keyword","kubernetes.pod_node_name","kubernetes.pod_node_name.keyword","kubernetes.pod_owner","kubernetes.pod_owner.keyword","kubernetes.pod_uid","kubernetes.pod_uid.keyword",message,"message.keyword","source_type","source_type.keyword",stream,"stream.keyword",timestamp
"nZsmtpwBY8kxwbZf-OJt","message.keyword","gainetics-eks-prod-v2-2026.03.04","-","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","observable-line","observable-line",amd64,amd64,"c6i.8xlarge","c6i.8xlarge",linux,linux,"ON_DEMAND","ON_DEMAND","gainetics-eks-prod-public-subnet-01","ami-00ba754595789675a","ami-00ba754595789675a","gainetics-eks-prod-public-subnet-01","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a",08fcb78e10f81be06d040b7194e91c82,08fcb78e10f81be06d040b7194e91c82,amd64,amd64,"ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal",linux,linux,"c6i.8xlarge","c6i.8xlarge","ape1-az1","ape1-az1","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a","Feb 2, 2026 @ 15:24:49.000","10.0.9.37","10.0.9.37","10.0.9.37","10.0.9.37","observable-line","observable-line",Helm,Helm,"observable-line","observable-line","1.1.0","1.1.0","observable-line-1.1.0","observable-line-1.1.0",77f7fb95cd,77f7fb95cd,"observable-line-77f7fb95cd-r4hmq","observable-line-77f7fb95cd-r4hmq","scloud-obs-prod","scloud-obs-prod","ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal","ReplicaSet/observable-line-77f7fb95cd","ReplicaSet/observable-line-77f7fb95cd","5f0667f9-0beb-4c34-a123-567ac4b04050","5f0667f9-0beb-4c34-a123-567ac4b04050","{""level"":""INFO"",""ts"":""2026-03-04T00:02:07.779Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649261) msg received"",""trace_id"":""fey6wm8ow6bk"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.001411769}","{""level"":""INFO"",""ts"":""2026-03-04T00:02:07.779Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649261) msg received"",""trace_id"":""fey6wm8ow6bk"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.001411769}","kubernetes_logs","kubernetes_logs",stdout,stdout,"Mar 4, 2026 @ 08:02:07.779"
"d5smtpwBY8kxwbZf-OJt","message.keyword","gainetics-eks-prod-v2-2026.03.04","-","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","observable-line","observable-line",amd64,amd64,"c6i.8xlarge","c6i.8xlarge",linux,linux,"ON_DEMAND","ON_DEMAND","gainetics-eks-prod-public-subnet-01","ami-00ba754595789675a","ami-00ba754595789675a","gainetics-eks-prod-public-subnet-01","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a",08fcb78e10f81be06d040b7194e91c82,08fcb78e10f81be06d040b7194e91c82,amd64,amd64,"ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal",linux,linux,"c6i.8xlarge","c6i.8xlarge","ape1-az1","ape1-az1","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a","Feb 2, 2026 @ 15:24:49.000","10.0.9.37","10.0.9.37","10.0.9.37","10.0.9.37","observable-line","observable-line",Helm,Helm,"observable-line","observable-line","1.1.0","1.1.0","observable-line-1.1.0","observable-line-1.1.0",77f7fb95cd,77f7fb95cd,"observable-line-77f7fb95cd-r4hmq","observable-line-77f7fb95cd-r4hmq","scloud-obs-prod","scloud-obs-prod","ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal","ReplicaSet/observable-line-77f7fb95cd","ReplicaSet/observable-line-77f7fb95cd","5f0667f9-0beb-4c34-a123-567ac4b04050","5f0667f9-0beb-4c34-a123-567ac4b04050","{""level"":""INFO"",""ts"":""2026-03-04T00:02:07.507Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649260) msg received"",""trace_id"":""fey6wlph6akh"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000615183}","{""level"":""INFO"",""ts"":""2026-03-04T00:02:07.507Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649260) msg received"",""trace_id"":""fey6wlph6akh"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000615183}","kubernetes_logs","kubernetes_logs",stdout,stdout,"Mar 4, 2026 @ 08:02:07.507"
"UZsmtpwBY8kxwbZf-OJt","message.keyword","gainetics-eks-prod-v2-2026.03.04","-","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","observable-line","observable-line",amd64,amd64,"c6i.8xlarge","c6i.8xlarge",linux,linux,"ON_DEMAND","ON_DEMAND","gainetics-eks-prod-public-subnet-01","ami-00ba754595789675a","ami-00ba754595789675a","gainetics-eks-prod-public-subnet-01","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a",08fcb78e10f81be06d040b7194e91c82,08fcb78e10f81be06d040b7194e91c82,amd64,amd64,"ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal",linux,linux,"c6i.8xlarge","c6i.8xlarge","ape1-az1","ape1-az1","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a","Feb 2, 2026 @ 15:24:49.000","10.0.9.37","10.0.9.37","10.0.9.37","10.0.9.37","observable-line","observable-line",Helm,Helm,"observable-line","observable-line","1.1.0","1.1.0","observable-line-1.1.0","observable-line-1.1.0",77f7fb95cd,77f7fb95cd,"observable-line-77f7fb95cd-r4hmq","observable-line-77f7fb95cd-r4hmq","scloud-obs-prod","scloud-obs-prod","ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal","ReplicaSet/observable-line-77f7fb95cd","ReplicaSet/observable-line-77f7fb95cd","5f0667f9-0beb-4c34-a123-567ac4b04050","5f0667f9-0beb-4c34-a123-567ac4b04050","{""level"":""INFO"",""ts"":""2026-03-04T00:02:07.084Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649259) msg received"",""trace_id"":""fey6wkwhcq2o"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000660042}","{""level"":""INFO"",""ts"":""2026-03-04T00:02:07.084Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649259) msg received"",""trace_id"":""fey6wkwhcq2o"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000660042}","kubernetes_logs","kubernetes_logs",stdout,stdout,"Mar 4, 2026 @ 08:02:07.084"
"R5smtpwBY8kxwbZf-OJt","message.keyword","gainetics-eks-prod-v2-2026.03.04","-","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","observable-line","observable-line",amd64,amd64,"c6i.8xlarge","c6i.8xlarge",linux,linux,"ON_DEMAND","ON_DEMAND","gainetics-eks-prod-public-subnet-01","ami-00ba754595789675a","ami-00ba754595789675a","gainetics-eks-prod-public-subnet-01","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a",08fcb78e10f81be06d040b7194e91c82,08fcb78e10f81be06d040b7194e91c82,amd64,amd64,"ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal",linux,linux,"c6i.8xlarge","c6i.8xlarge","ape1-az1","ape1-az1","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a","Feb 2, 2026 @ 15:24:49.000","10.0.9.37","10.0.9.37","10.0.9.37","10.0.9.37","observable-line","observable-line",Helm,Helm,"observable-line","observable-line","1.1.0","1.1.0","observable-line-1.1.0","observable-line-1.1.0",77f7fb95cd,77f7fb95cd,"observable-line-77f7fb95cd-r4hmq","observable-line-77f7fb95cd-r4hmq","scloud-obs-prod","scloud-obs-prod","ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal","ReplicaSet/observable-line-77f7fb95cd","ReplicaSet/observable-line-77f7fb95cd","5f0667f9-0beb-4c34-a123-567ac4b04050","5f0667f9-0beb-4c34-a123-567ac4b04050","{""level"":""INFO"",""ts"":""2026-03-04T00:02:06.777Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649258) msg received"",""trace_id"":""fey6wkb6pvy8"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000685757}","{""level"":""INFO"",""ts"":""2026-03-04T00:02:06.777Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649258) msg received"",""trace_id"":""fey6wkb6pvy8"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000685757}","kubernetes_logs","kubernetes_logs",stdout,stdout,"Mar 4, 2026 @ 08:02:06.777"
"8uYltpwB0iGg_rv-y5eH","message.keyword","gainetics-eks-prod-v2-2026.03.04","-","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","observable-line","observable-line",amd64,amd64,"c6i.8xlarge","c6i.8xlarge",linux,linux,"ON_DEMAND","ON_DEMAND","gainetics-eks-prod-public-subnet-01","ami-00ba754595789675a","ami-00ba754595789675a","gainetics-eks-prod-public-subnet-01","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a",08fcb78e10f81be06d040b7194e91c82,08fcb78e10f81be06d040b7194e91c82,amd64,amd64,"ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal",linux,linux,"c6i.8xlarge","c6i.8xlarge","ape1-az1","ape1-az1","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a","Feb 2, 2026 @ 15:24:49.000","10.0.9.37","10.0.9.37","10.0.9.37","10.0.9.37","observable-line","observable-line",Helm,Helm,"observable-line","observable-line","1.1.0","1.1.0","observable-line-1.1.0","observable-line-1.1.0",77f7fb95cd,77f7fb95cd,"observable-line-77f7fb95cd-r4hmq","observable-line-77f7fb95cd-r4hmq","scloud-obs-prod","scloud-obs-prod","ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal","ReplicaSet/observable-line-77f7fb95cd","ReplicaSet/observable-line-77f7fb95cd","5f0667f9-0beb-4c34-a123-567ac4b04050","5f0667f9-0beb-4c34-a123-567ac4b04050","{""level"":""INFO"",""ts"":""2026-03-04T00:00:55.167Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649257) msg received"",""trace_id"":""fey6sqbvmxvk"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000808038}","{""level"":""INFO"",""ts"":""2026-03-04T00:00:55.167Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649257) msg received"",""trace_id"":""fey6sqbvmxvk"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000808038}","kubernetes_logs","kubernetes_logs",stdout,stdout,"Mar 4, 2026 @ 08:00:55.167"
"zeYltpwB0iGg_rv-xpfg","message.keyword","gainetics-eks-prod-v2-2026.03.04","-","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","observable-line","observable-line",amd64,amd64,"c6i.8xlarge","c6i.8xlarge",linux,linux,"ON_DEMAND","ON_DEMAND","gainetics-eks-prod-public-subnet-01","ami-00ba754595789675a","ami-00ba754595789675a","gainetics-eks-prod-public-subnet-01","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a",08fcb78e10f81be06d040b7194e91c82,08fcb78e10f81be06d040b7194e91c82,amd64,amd64,"ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal",linux,linux,"c6i.8xlarge","c6i.8xlarge","ape1-az1","ape1-az1","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a","Feb 2, 2026 @ 15:24:49.000","10.0.9.37","10.0.9.37","10.0.9.37","10.0.9.37","observable-line","observable-line",Helm,Helm,"observable-line","observable-line","1.1.0","1.1.0","observable-line-1.1.0","observable-line-1.1.0",77f7fb95cd,77f7fb95cd,"observable-line-77f7fb95cd-r4hmq","observable-line-77f7fb95cd-r4hmq","scloud-obs-prod","scloud-obs-prod","ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal","ReplicaSet/observable-line-77f7fb95cd","ReplicaSet/observable-line-77f7fb95cd","5f0667f9-0beb-4c34-a123-567ac4b04050","5f0667f9-0beb-4c34-a123-567ac4b04050","{""level"":""INFO"",""ts"":""2026-03-04T00:00:54.048Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649256) msg received"",""trace_id"":""fey6so69aj28"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000789913}","{""level"":""INFO"",""ts"":""2026-03-04T00:00:54.048Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649256) msg received"",""trace_id"":""fey6so69aj28"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000789913}","kubernetes_logs","kubernetes_logs",stdout,stdout,"Mar 4, 2026 @ 08:00:54.048"
FpUltpwBY8kxwbZfsa5V,"message.keyword","gainetics-eks-prod-v2-2026.03.04","-","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","/var/log/pods/scloud-obs-prod_observable-line-77f7fb95cd-r4hmq_5f0667f9-0beb-4c34-a123-567ac4b04050/observable-line/0.log","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","containerd://996760296f30cdc19126a6f35262e47bb61455496d649a5eaa75de78ff0f562c","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line:v1.5.21-5c6cb2b3-202603022239","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","harbor.gainetics.io/observable/images/observable-line@sha256:965185633ed5af5388247f5baf9ce452977211277d67f00e5855d64d6e9f4535","observable-line","observable-line",amd64,amd64,"c6i.8xlarge","c6i.8xlarge",linux,linux,"ON_DEMAND","ON_DEMAND","gainetics-eks-prod-public-subnet-01","ami-00ba754595789675a","ami-00ba754595789675a","gainetics-eks-prod-public-subnet-01","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a",08fcb78e10f81be06d040b7194e91c82,08fcb78e10f81be06d040b7194e91c82,amd64,amd64,"ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal",linux,linux,"c6i.8xlarge","c6i.8xlarge","ape1-az1","ape1-az1","ap-east-1","ap-east-1","ap-east-1a","ap-east-1a","Feb 2, 2026 @ 15:24:49.000","10.0.9.37","10.0.9.37","10.0.9.37","10.0.9.37","observable-line","observable-line",Helm,Helm,"observable-line","observable-line","1.1.0","1.1.0","observable-line-1.1.0","observable-line-1.1.0",77f7fb95cd,77f7fb95cd,"observable-line-77f7fb95cd-r4hmq","observable-line-77f7fb95cd-r4hmq","scloud-obs-prod","scloud-obs-prod","ip-10-0-10-197.ap-east-1.compute.internal","ip-10-0-10-197.ap-east-1.compute.internal","ReplicaSet/observable-line-77f7fb95cd","ReplicaSet/observable-line-77f7fb95cd","5f0667f9-0beb-4c34-a123-567ac4b04050","5f0667f9-0beb-4c34-a123-567ac4b04050","{""level"":""INFO"",""ts"":""2026-03-04T00:00:49.282Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649255) msg received"",""trace_id"":""fey6sezq87wg"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000804847}","{""level"":""INFO"",""ts"":""2026-03-04T00:00:49.282Z"",""logger"":""kratos"",""caller"":""biz/api_test_result_handler.go:129"",""msg"":""line_probe_event(649255) msg received"",""trace_id"":""fey6sezq87wg"",""event_ype"":""ExecutionResult"",""task_id"":""019c4c21-fed1-7147-87b9-b12389f13254"",""batch_id"":""20260304080035"",""latency"":0.000804847}","kubernetes_logs","kubernetes_logs",stdout,stdout,"Mar 4, 2026 @ 08:00:49.283"
